YEAR,STATE,ST_CASE,VEH_NO,A_WRONGWAYDRV,A_DRDIS,A_DRDRO,A_VRD,A_BODY,A_IMP1,A_VROLL,A_LIC_S,A_LIC_C,A_CDL_S,A_MC_L_S,A_SPVEH,A_SBUS,A_MOD_YR,A_FIRE_EXP
2020,37,370789,2,2,2,2,2,7,2,2,4,1,2,1,2,3,2000,1
2020,37,370790,1,2,2,2,2,7,1,2,4,1,2,1,1,3,2008,1
2020,37,370790,2,2,2,2,1,6,2,2,1,1,1,4,2,3,2017,1
2020,37,370791,1,2,2,2,1,1,2,2,1,1,2,4,2,3,2006,1
2020,37,370792,1,2,2,2,1,3,5,1,1,1,2,4,1,3,2007,1
2020,37,370793,1,2,2,2,2,6,2,2,1,1,1,4,2,3,2005,1
2020,37,370793,2,2,1,2,2,4,5,2,1,1,2,4,2,3,2007,1
2020,37,370794,1,2,2,2,1,3,2,1,2,2,2,4,2,3,2008,2
2020,37,370795,1,2,2,2,1,1,2,2,1,1,2,4,1,3,1996,1
2020,37,370795,2,2,2,2,2,3,2,2,2,2,2,4,2,3,2009,1
2020,37,370795,3,2,2,2,2,1,2,2,2,2,2,4,2,3,2015,1
2020,37,370796,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2012,1
2020,37,370797,1,2,2,2,2,7,2,2,4,2,2,3,2,3,2013,1
2020,37,370797,2,2,2,2,2,6,4,2,1,2,2,4,2,3,2019,1
2020,37,370798,1,2,2,2,2,1,6,2,1,1,2,4,2,3,2011,1
2020,37,370799,1,2,2,2,2,6,4,2,3,3,3,4,2,3,2019,1
2020,37,370799,2,2,1,2,2,1,2,2,1,1,2,4,2,3,2013,1
2020,37,370800,1,2,2,2,1,2,2,1,1,1,2,4,2,3,1992,1
2020,37,370801,1,2,2,2,1,1,2,2,2,2,2,4,1,3,2017,1
2020,37,370802,1,2,2,2,2,6,2,2,1,2,2,4,2,3,1995,1
2020,37,370802,2,2,2,2,2,1,3,2,1,1,2,4,2,3,2007,1
2020,37,370803,1,2,2,2,1,2,2,1,1,1,2,4,2,3,1999,1
2020,37,370804,1,2,2,2,1,1,2,2,1,1,2,4,1,3,1994,1
2020,37,370805,1,2,2,2,2,2,2,2,1,1,2,4,1,3,2008,1
2020,37,370805,2,2,2,2,2,1,4,2,1,1,2,4,2,3,2013,1
2020,37,370805,3,2,2,2,2,7,2,2,4,2,2,3,2,3,2018,1
2020,37,370806,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2007,1
2020,37,370807,1,2,2,2,2,2,2,2,1,1,2,4,2,3,2018,1
2020,37,370808,1,2,2,2,1,1,2,2,1,1,2,4,1,3,2003,1
2020,37,370808,2,2,2,2,2,6,2,2,1,1,1,4,2,3,2019,1
2020,37,370809,1,2,2,2,1,1,2,1,1,1,2,4,2,3,2014,1
2020,37,370810,1,2,2,2,1,1,2,2,1,2,2,4,1,3,2004,1
2020,37,370811,1,2,2,2,1,1,5,2,2,2,2,4,1,3,2001,1
2020,37,370811,2,2,2,2,2,2,2,2,1,1,1,4,2,3,2003,1
2020,37,370812,1,2,2,2,1,7,2,2,4,1,2,1,2,3,2017,1
2020,37,370812,2,2,2,2,2,2,2,2,1,1,2,4,2,3,2018,1
2020,37,370813,1,1,1,2,1,1,2,2,1,1,2,4,2,3,2014,1
2020,37,370813,2,2,2,2,1,3,2,2,1,1,2,4,2,3,2015,1
2020,37,370814,1,2,2,2,1,2,2,1,1,1,2,4,1,3,2019,1
2020,37,370815,1,2,2,2,2,7,2,2,4,2,2,3,1,3,2013,1
2020,37,370815,2,2,2,2,2,2,2,2,2,2,2,4,2,3,2006,1
2020,37,370816,1,2,2,2,2,1,2,2,1,1,2,4,1,3,2013,1
2020,37,370817,1,2,2,2,1,1,2,2,1,1,2,4,1,3,2007,1
2020,37,370818,1,2,2,2,2,1,4,2,1,1,2,4,2,3,2017,1
2020,37,370818,2,2,2,2,2,7,1,2,4,1,2,1,1,3,2006,1
2020,37,370819,1,2,2,2,1,1,5,2,1,1,2,4,1,3,2010,1
2020,37,370820,1,2,2,2,1,1,2,2,1,1,2,4,2,3,2011,1
2020,37,370821,1,2,2,2,1,1,3,2,1,1,2,4,1,3,2006,1
2020,37,370821,2,2,2,2,2,2,2,2,2,2,2,4,2,3,2001,1
2020,37,370821,3,2,2,2,2,2,2,2,1,1,2,4,2,3,2011,1
2020,37,370822,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2008,2
2020,37,370822,2,2,2,2,2,7,4,2,4,1,2,1,2,3,2019,2
2020,37,370823,1,2,2,2,1,3,2,2,1,1,2,4,2,3,2004,1
2020,37,370825,1,2,2,2,1,1,2,2,2,2,2,4,1,3,2007,1
2020,37,370827,1,2,2,2,1,1,3,2,1,1,2,4,1,3,2016,1
2020,37,370828,1,2,2,2,2,2,2,2,2,2,2,4,1,3,2005,1
2020,37,370828,2,2,2,2,2,7,4,2,4,2,2,3,2,3,2010,1
2020,37,370829,1,2,2,2,2,6,2,2,1,1,1,4,2,3,1998,1
2020,37,370829,2,2,2,2,2,2,3,2,1,1,2,4,2,3,1996,1
2020,37,370830,1,2,2,2,2,6,2,2,1,1,1,4,2,3,1997,1
2020,37,370830,2,2,2,2,1,1,2,2,1,1,2,4,2,3,2006,1
2020,37,370831,1,2,2,2,1,2,2,1,1,1,2,4,1,3,1990,1
2020,37,370832,1,2,2,2,1,6,5,2,1,1,1,4,2,3,2006,1
2020,37,370832,2,2,1,2,1,2,5,2,1,1,2,4,1,3,1999,1
2020,37,370833,1,2,2,2,2,1,5,2,2,2,2,4,2,3,2002,1
2020,37,370833,2,2,2,2,2,4,2,2,1,1,1,4,2,3,2016,1
2020,37,370834,1,2,2,2,1,7,1,2,4,1,1,1,2,3,1998,1
2020,37,370835,1,2,1,2,2,6,5,2,1,1,2,4,2,3,2008,2
2020,37,370835,2,2,2,2,2,3,3,2,1,1,2,4,2,3,2018,1
2020,37,370836,1,2,2,2,1,3,2,2,3,3,3,4,2,3,2000,1
2020,37,370837,1,2,2,2,1,1,2,1,1,1,2,4,1,3,2015,1
2020,37,370838,1,2,2,2,1,1,2,1,1,1,2,4,1,3,1997,1
2020,37,370839,1,2,2,2,1,1,5,2,2,2,2,4,1,3,2018,2
2020,37,370840,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2009,1
2020,37,370841,1,2,2,2,2,7,2,2,4,2,2,3,2,3,2001,1
2020,37,370842,1,2,2,2,2,6,2,1,1,1,1,4,2,3,2017,1
2020,37,370842,2,2,2,2,2,3,3,1,1,1,2,4,2,3,2011,1
2020,37,370843,1,2,2,2,1,4,3,2,1,1,2,4,2,3,2001,1
2020,37,370844,1,2,2,2,2,3,2,2,1,1,2,4,2,3,2015,1
2020,37,370845,1,2,2,2,1,1,3,2,1,1,2,4,1,3,2015,1
2020,37,370846,1,2,1,2,2,1,2,2,2,2,2,4,2,3,2020,1
2020,37,370847,1,2,2,2,1,1,2,2,2,2,2,4,2,3,2020,1
2020,37,370847,2,2,2,2,2,3,2,2,1,1,2,4,2,3,2015,1
2020,37,370848,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2017,1
2020,37,370849,1,2,2,2,2,1,2,2,1,1,2,4,2,3,1993,1
2020,37,370850,1,2,2,2,1,7,2,2,4,2,2,3,2,3,2004,1
2020,37,370851,1,2,2,2,2,7,2,2,4,2,2,3,1,3,2018,1
2020,37,370851,2,2,2,2,2,2,4,2,1,1,1,4,2,3,2019,1
2020,37,370852,1,2,2,2,2,1,3,2,1,1,2,4,2,3,2001,1
2020,37,370852,2,2,2,2,2,2,2,2,1,1,2,4,2,3,1999,1
2020,37,370853,1,2,2,2,1,1,2,2,2,2,2,4,2,3,2006,1
2020,37,370853,2,2,2,2,2,6,2,2,1,1,1,4,2,3,2020,1
2020,37,370854,1,2,2,2,2,6,2,2,1,1,1,4,2,3,1996,1
2020,37,370854,2,2,2,2,2,1,3,2,1,1,2,4,2,3,2013,1
2020,37,370855,1,2,2,2,1,2,2,2,1,1,2,4,2,3,2011,2
2020,37,370856,1,2,2,2,1,6,1,1,1,1,1,4,2,3,2019,1
2020,37,370857,1,2,2,2,2,6,2,2,1,1,1,4,1,3,2015,1
2020,37,370857,2,2,2,2,2,1,4,2,1,1,2,4,2,3,2006,1
2020,37,370857,3,2,2,2,2,4,4,1,1,1,2,4,2,3,2017,1
2020,37,370857,4,2,2,2,2,2,4,2,1,1,2,4,2,3,2003,1
2020,37,370857,5,2,2,2,2,1,4,2,1,1,2,4,2,3,2015,1
2020,37,370858,1,2,2,2,1,1,2,2,2,2,2,4,1,3,2001,2
2020,37,370859,1,2,2,2,1,2,2,2,1,1,2,4,2,3,2001,1
2020,37,370859,2,2,2,2,2,2,2,2,1,1,2,4,2,3,2019,1
2020,37,370860,1,2,2,2,1,7,2,2,4,2,2,3,1,3,1995,1
2020,37,370861,1,2,2,2,1,3,2,2,1,1,2,4,1,3,2002,1
2020,37,370862,1,2,2,2,2,6,2,2,1,1,1,4,2,3,2000,1
2020,37,370862,2,1,2,2,2,1,2,2,1,1,2,4,2,3,2009,1
2020,37,370863,1,2,2,2,1,1,2,2,1,1,2,4,1,3,2008,1
2020,37,370864,1,2,2,2,2,2,5,2,1,1,2,4,2,3,1986,1
2020,37,370864,2,2,2,2,2,6,2,2,1,1,2,4,2,3,2010,1
2020,37,370865,1,2,2,2,1,1,2,2,1,1,2,4,1,3,2007,1
2020,37,370866,1,2,2,2,1,2,2,1,1,1,2,4,2,3,1998,1
2020,37,370867,1,2,2,2,2,7,1,2,4,2,2,3,2,3,2008,1
2020,37,370867,2,2,2,2,2,1,2,2,1,1,2,4,2,3,2006,1
2020,37,370868,1,2,2,2,1,1,3,2,2,2,2,4,1,3,2016,1
2020,37,370869,1,2,2,2,1,3,2,1,1,1,2,4,2,3,2006,1
2020,37,370869,2,2,2,2,1,3,2,2,1,1,2,4,2,3,2000,1
2020,37,370870,1,2,2,2,1,1,2,1,2,2,2,4,2,3,2008,1
2020,37,370871,1,2,2,2,1,4,4,2,1,1,2,4,2,3,2004,1
2020,37,370872,1,2,2,2,1,1,2,2,1,1,1,4,1,3,2014,1
2020,37,370873,1,1,2,2,1,4,2,2,1,1,2,4,1,3,2005,1
2020,37,370873,2,2,2,2,2,3,2,2,1,2,2,4,2,3,2017,1
2020,37,370874,1,1,2,2,2,3,2,2,1,1,2,4,2,3,1998,1
2020,37,370874,2,2,2,2,2,3,2,2,2,2,2,4,2,3,2009,1
2020,37,370874,3,2,2,2,1,3,2,2,2,2,2,4,2,3,1999,1
2020,37,370875,1,1,2,2,1,3,2,1,1,1,2,4,2,3,1997,1
2020,37,370876,1,2,2,2,1,1,2,2,1,1,2,4,2,3,2013,1
2020,37,370876,2,2,2,2,2,4,2,2,2,2,2,4,2,3,2020,1
2020,37,370877,1,2,2,2,1,7,1,2,4,2,2,3,2,3,2003,1
2020,37,370878,1,2,1,2,1,2,2,2,1,1,2,4,2,3,2003,1
2020,37,370878,2,2,2,2,1,3,2,2,2,2,2,4,2,3,2011,1
2020,37,370879,1,2,2,2,2,6,2,2,1,1,1,4,2,3,2006,1
2020,37,370879,2,2,2,2,1,3,2,2,1,1,2,4,2,3,2012,1
2020,37,370880,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2005,1
2020,37,370880,2,2,2,2,2,3,2,2,3,3,3,4,2,3,2007,1
2020,37,370881,1,2,2,2,1,1,2,2,3,3,3,4,1,3,2007,1
2020,37,370882,1,2,2,2,1,2,2,1,1,1,2,4,2,3,2000,1
2020,37,370883,1,2,2,2,1,1,2,2,2,2,2,4,2,3,2004,1
2020,37,370883,2,2,2,2,2,2,2,2,2,2,2,4,2,3,2011,1
2020,37,370884,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2013,1
2020,37,370884,2,2,2,2,2,7,4,2,4,2,2,3,2,3,2003,1
2020,37,370885,1,2,2,2,2,1,2,1,1,1,2,4,2,3,2013,1
2020,37,370885,2,2,2,2,2,1,5,2,1,1,2,4,2,3,2013,1
2020,37,370886,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2014,1
2020,37,370887,1,2,2,2,1,2,2,2,1,1,2,4,1,3,2012,1
2020,37,370888,1,2,2,2,1,7,2,2,4,2,2,3,1,3,2001,1
2020,37,370888,2,2,2,2,2,3,2,2,2,2,2,4,2,3,2002,1
2020,37,370889,1,2,2,2,1,1,2,2,1,1,2,4,2,3,2000,1
2020,37,370889,2,2,2,2,2,7,2,2,4,1,1,1,2,3,2005,1
2020,37,370890,1,2,2,2,1,1,2,2,1,1,2,4,2,3,2010,1
2020,37,370891,1,2,2,2,1,1,2,1,1,1,2,4,2,3,2000,1
2020,37,370892,1,2,2,2,1,1,7,1,1,1,2,4,2,3,2000,1
2020,37,370893,1,2,1,2,1,1,2,2,1,1,2,4,2,3,2004,1
2020,37,370894,1,2,2,2,2,4,2,2,2,2,2,4,2,3,2005,1
2020,37,370895,1,2,2,2,2,1,3,2,1,1,2,4,1,3,2013,1
2020,37,370895,2,2,2,2,2,2,3,2,1,1,2,4,2,3,2003,1
2020,37,370896,1,2,2,2,2,3,2,2,2,2,2,4,2,3,2004,1
2020,37,370897,1,2,2,2,1,1,2,1,2,2,2,4,1,3,2008,2
2020,37,370897,2,2,2,2,2,1,2,2,1,1,2,4,2,3,2014,1
2020,37,370898,1,2,2,2,2,3,2,2,2,2,2,4,2,3,2006,1
2020,37,370898,2,2,2,2,2,7,2,2,4,2,2,3,2,3,2005,1
2020,37,370899,1,2,2,2,2,1,2,1,2,2,2,4,2,3,2016,1
2020,37,370899,2,2,2,2,2,1,4,2,1,1,2,4,2,3,2012,1
2020,37,370899,3,2,2,2,2,1,2,2,1,1,2,4,2,3,2018,1
2020,37,370899,4,2,2,2,2,1,2,2,1,1,2,4,2,3,2015,1
2020,37,370899,5,2,2,2,2,3,5,2,1,1,2,4,2,3,2014,1
2020,37,370899,6,2,2,2,2,2,2,2,1,1,2,4,2,3,2018,1
2020,37,370899,7,2,2,2,2,1,2,2,1,1,2,4,2,3,2010,1
2020,37,370900,1,2,2,2,1,1,7,1,1,1,2,4,2,3,2009,1
2020,37,370901,1,2,2,2,1,3,2,1,1,1,2,4,2,3,2007,1
2020,37,370902,1,2,2,2,2,6,3,2,1,1,1,4,2,3,2005,1
2020,37,370902,2,2,2,2,2,1,2,2,1,1,1,4,2,3,2003,1
2020,37,370903,1,2,2,2,1,7,5,2,4,2,2,3,1,3,2009,1
2020,37,370904,1,2,2,2,1,1,2,2,1,1,2,4,2,3,2005,1
2020,37,370904,2,2,2,2,2,1,4,2,2,2,2,4,2,3,2004,1
2020,37,370905,1,2,2,2,2,6,4,2,1,1,1,4,2,3,2016,1
2020,37,370905,2,2,2,2,2,1,2,2,1,1,2,4,2,3,2016,1
2020,37,370906,1,2,2,2,1,1,2,2,1,1,2,4,1,3,2016,1
2020,37,370907,1,2,2,2,2,2,2,2,1,1,2,4,2,3,2001,1
2020,37,370907,2,2,2,2,2,3,2,2,1,1,2,4,2,3,2012,1
2020,37,370908,1,2,2,2,2,2,6,2,1,1,2,4,2,3,2000,1
2020,37,370909,1,2,2,2,1,1,2,2,1,1,2,4,2,3,2004,1
2020,37,370909,2,2,2,2,2,2,2,2,1,1,2,4,2,3,2004,1
2020,37,370910,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2007,1
2020,37,370910,2,2,2,2,2,3,4,1,2,2,2,4,2,3,2005,1
2020,37,370911,1,2,2,2,1,4,2,1,2,2,2,4,1,3,1996,1
2020,37,370912,1,2,2,2,1,3,2,1,1,1,2,4,2,3,2005,1
2020,37,370913,1,2,2,2,2,2,2,2,1,1,2,4,2,3,2020,1
2020,37,370914,1,2,2,2,1,1,2,2,2,2,2,4,2,3,2019,1
2020,37,370914,2,2,2,2,2,1,5,2,1,1,2,4,2,3,2017,1
2020,37,370914,3,2,2,2,2,1,2,2,1,1,2,4,2,3,2014,1
2020,37,370915,1,2,2,2,2,3,2,2,1,1,2,4,1,3,2003,1
2020,37,370915,2,2,2,2,2,3,2,2,1,1,2,4,2,3,2005,1
2020,37,370916,1,2,2,2,2,2,2,2,1,1,2,4,2,3,1993,1
2020,37,370916,2,2,2,2,2,2,2,2,1,1,1,4,2,3,2015,1
2020,37,370916,3,2,2,2,2,1,2,2,1,1,2,4,2,3,2013,1
2020,37,370917,1,2,2,2,1,7,3,2,4,1,2,1,2,3,1978,1
2020,37,370918,1,2,2,2,1,1,5,2,1,1,2,4,2,3,2007,1
2020,37,370919,1,2,2,2,2,3,2,2,1,1,2,4,2,3,2013,1
2020,37,370919,2,2,2,2,2,4,2,2,1,1,1,4,2,3,2019,1
2020,37,370920,1,2,1,2,1,1,2,2,1,1,2,4,2,3,2001,1
2020,37,370921,1,2,2,2,1,1,5,2,1,1,2,4,2,3,1989,1
2020,37,370922,1,2,2,2,2,6,4,2,1,1,1,4,2,3,2001,1
2020,37,370922,2,2,2,2,1,1,2,2,1,1,2,4,2,3,2013,1
2020,37,370923,1,2,2,2,1,1,2,1,1,1,2,4,2,3,2007,1
2020,37,370924,1,2,2,2,1,2,2,1,2,2,2,4,2,3,2002,1
2020,37,370925,1,2,2,2,1,7,1,2,4,1,2,1,1,3,2015,1
2020,37,370926,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2003,1
2020,37,370927,1,2,2,2,1,1,2,1,2,2,2,4,1,3,2019,1
2020,37,370928,1,2,2,2,1,9,2,1,1,1,2,4,2,3,1996,1
2020,37,370929,1,2,2,2,2,2,5,2,2,2,2,4,2,3,2001,1
2020,37,370929,2,2,2,2,1,2,2,2,1,1,2,4,2,3,2006,1
2020,37,370930,1,2,2,2,1,3,2,1,2,2,2,4,2,3,2007,1
2020,37,370931,1,2,2,2,1,1,2,2,1,1,2,4,1,3,2014,1
2020,37,370933,2,2,1,2,1,1,2,2,1,1,2,4,1,3,2015,1
2020,37,370934,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2008,1
2020,37,370935,1,2,2,2,2,6,6,2,1,2,2,4,2,3,2019,1
2020,37,370935,2,2,2,2,2,7,2,2,4,1,1,1,2,3,1995,1
2020,37,370935,3,2,2,2,1,1,4,2,3,3,3,4,2,3,2014,1
2020,37,370935,4,2,2,2,2,3,2,2,1,1,1,4,2,3,2011,1
2020,37,370936,1,2,1,2,1,1,3,1,2,2,2,4,1,3,2009,1
2020,37,370937,1,2,2,2,2,3,2,2,1,1,2,4,2,3,1992,1
2020,37,370938,1,2,1,2,2,1,2,2,2,2,2,4,2,3,2008,1
2020,37,370939,1,2,2,2,1,1,2,1,2,2,2,4,1,3,2007,1
2020,37,370940,1,2,2,2,1,3,3,2,1,1,2,4,2,3,1999,1
2020,37,370940,2,2,2,2,2,2,2,2,1,1,2,4,2,3,1993,1
2020,37,370941,1,2,2,2,2,3,6,2,1,1,2,4,2,3,2010,1
2020,37,370942,1,2,2,2,2,3,2,2,1,1,2,4,2,3,2020,1
2020,37,370943,1,2,2,2,1,2,2,2,1,1,2,4,2,3,2019,1
2020,37,370943,2,2,2,2,2,2,2,1,1,1,2,4,2,3,1998,1
2020,37,370944,1,2,2,2,2,1,5,2,2,2,2,4,2,3,2019,1
2020,37,370944,2,2,2,2,2,3,5,2,1,1,2,4,2,3,2010,1
2020,37,370945,1,2,2,2,2,1,2,2,2,2,2,4,1,3,2015,1
2020,37,370945,2,2,2,2,2,4,4,2,1,1,2,4,2,3,2005,1
2020,37,370945,3,2,2,2,2,3,2,2,1,1,2,4,2,3,2019,1
2020,37,370946,1,2,2,2,2,3,3,2,1,1,2,4,2,3,2001,1
2020,37,370946,2,2,2,2,2,7,2,2,4,1,2,1,2,3,2017,1
2020,37,370947,1,2,2,2,2,3,2,2,1,1,2,4,2,3,2021,1
2020,37,370947,2,2,2,2,2,9,2,2,2,2,2,4,1,3,1971,1
2020,37,370948,1,2,2,2,2,2,3,2,1,1,2,4,2,3,1998,1
2020,37,370948,2,2,2,2,2,2,2,2,1,1,2,4,2,3,1999,1
2020,37,370949,1,1,2,2,2,1,2,2,1,1,2,4,2,3,2012,1
2020,37,370949,2,2,2,2,2,3,2,2,1,1,2,4,2,3,2006,1
2020,37,370950,1,2,2,2,1,1,2,2,1,1,2,4,2,3,2018,1
2020,37,370950,2,2,2,2,2,1,4,2,1,1,2,4,2,3,2019,1
2020,37,370951,1,2,1,2,2,1,2,2,1,1,2,4,1,3,2017,1
2020,37,370951,2,2,2,2,2,2,3,2,1,1,2,4,2,3,2003,1
2020,37,370952,1,2,2,2,2,1,3,2,1,1,2,4,2,3,2000,1
2020,37,370952,2,2,2,2,2,3,2,1,1,1,2,4,1,3,2019,1
2020,37,370953,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2018,1
2020,37,370954,1,2,2,2,2,2,6,2,1,1,2,4,2,3,2015,1
2020,37,370955,1,2,2,2,1,1,5,2,1,1,2,4,1,3,2007,1
2020,37,370956,1,2,2,2,2,2,2,2,1,1,2,4,2,3,2007,1
2020,37,370957,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2004,1
2020,37,370958,1,2,2,2,2,2,2,2,1,1,1,4,1,3,1996,1
2020,37,370958,2,2,2,2,2,7,4,2,4,2,2,3,2,3,2017,1
2020,37,370959,1,2,2,2,1,3,1,1,1,1,1,4,1,3,2002,1
2020,37,370960,1,2,2,2,1,1,2,1,1,1,2,4,1,3,2015,1
2020,37,370961,1,2,2,2,1,1,2,1,1,1,2,4,1,3,2008,1
2020,37,370962,1,2,2,2,2,2,4,2,1,1,2,4,2,3,2004,1
2020,37,370962,2,2,2,2,2,1,2,1,1,1,2,4,1,3,2010,1
2020,37,370963,1,2,1,2,2,4,2,2,1,1,2,4,1,3,2018,1
2020,37,370963,2,2,2,2,2,6,4,2,3,3,3,4,2,3,2021,1
2020,37,370964,1,2,2,2,2,8,2,2,1,1,1,4,2,3,2009,1
2020,37,370964,2,2,1,2,2,6,3,2,2,2,2,4,2,3,2012,1
2020,37,370965,1,2,2,2,2,1,5,2,1,1,2,4,2,3,2010,1
2020,37,370965,2,2,2,2,2,7,3,2,4,1,2,1,2,3,9999,1
2020,37,370966,1,2,2,2,2,7,4,2,4,1,2,1,2,3,2018,1
2020,37,370966,2,2,2,2,2,1,2,2,1,1,1,4,1,3,2016,1
2020,37,370967,1,2,2,2,2,3,2,2,2,2,2,4,2,3,2006,1
2020,37,370967,2,2,2,2,2,1,3,2,1,1,2,4,2,3,1997,1
2020,37,370968,1,2,2,2,2,3,2,1,1,1,2,4,1,3,2018,1
2020,37,370969,1,2,2,2,2,1,2,2,2,2,2,4,2,3,2015,1
2020,37,370969,2,2,2,2,2,1,2,2,1,1,2,4,2,3,2001,1
2020,37,370969,3,2,2,2,2,3,5,2,1,1,2,4,2,3,2009,1
2020,37,370970,1,2,2,2,1,3,2,1,1,1,2,4,2,3,2019,1
2020,37,370971,1,2,2,2,2,4,2,2,1,1,2,4,2,3,2005,1
2020,37,370971,2,2,2,2,2,3,3,1,1,1,2,4,2,3,2015,1
2020,37,370972,1,1,2,2,1,2,1,1,1,1,2,4,2,3,1999,1
2020,37,370973,1,2,2,2,1,1,2,2,2,2,2,4,1,3,2009,1
2020,37,370974,1,2,2,2,2,2,2,2,2,2,2,4,2,3,2001,1
2020,37,370975,1,2,2,2,1,3,2,2,1,1,1,4,2,3,2004,1
2020,37,370975,2,2,2,2,1,2,2,2,1,1,1,4,2,3,2016,1
2020,37,370976,1,2,2,2,1,7,5,2,4,2,2,3,2,3,2003,1
2020,37,370976,2,2,2,2,2,1,5,2,1,1,2,4,2,3,2003,1
2020,37,370976,3,2,2,2,2,2,2,2,1,1,2,4,2,3,2020,1
2020,37,370977,1,2,2,2,2,4,2,2,1,1,2,4,2,3,2011,1
2020,37,370978,1,2,1,2,1,4,1,1,1,1,2,4,2,3,1999,1
2020,37,370979,1,2,2,2,1,1,2,1,1,1,2,4,2,3,1990,1
2020,37,370980,1,2,2,2,2,1,2,2,1,1,2,4,2,3,2015,1
2020,37,370981,1,2,2,2,1,2,2,2,1,1,2,4,2,3,2013,1
2020,37,370981,2,2,2,2,2,2,2,1,1,1,2,4,2,3,2005,1
2020,37,370982,1,2,2,2,2,9,7,2,3,3,3,4,2,3,9998,1
2020,37,370983,1,2,2,2,1,3,2,1,2,2,2,4,2,3,2001,1
2020,37,370984,1,2,2,2,2,6,2,2,1,1,1,4,2,3,2021,1
2020,37,370984,2,2,2,2,1,1,2,2,1,1,2,4,2,3,2000,1
2020,37,370984,3,2,2,2,2,3,5,2,1,1,2,4,2,3,2016,1
2020,37,370985,1,2,2,2,1,2,1,1,1,1,2,4,2,3,2006,1
2020,37,370986,1,2,2,2,2,3,2,2,1,1,2,4,2,3,2017,1
2020,37,370987,1,2,2,2,2,9,2,2,3,3,3,4,2,3,9998,1
2020,37,370988,1,1,2,2,1,2,2,2,1,1,2,4,2,3,2000,1
2020,37,370988,2,2,2,2,2,1,2,2,1,1,2,4,2,3,1997,1
2020,37,370989,1,2,2,2,2,9,7,2,3,3,3,4,2,3,9998,1
2020,37,370989,2,2,2,2,2,7,4,2,4,2,2,3,2,3,2015,1
2020,37,370990,1,2,2,2,1,1,2,2,1,1,2,4,2,3,2018,1
2020,37,370991,1,2,1,2,1,2,2,2,1,1,2,4,2,3,2012,1
2020,37,370992,1,2,2,2,2,3,2,1,1,1,2,4,2,3,2020,1
2020,37,370992,2,2,2,2,2,2,2,2,1,1,1,4,2,3,2007,1
2020,37,370993,1,2,2,2,2,8,2,2,1,1,1,4,2,3,2017,1
2020,37,370993,2,2,2,2,2,1,2,2,2,2,2,4,2,3,2004,1
2020,37,370994,1,2,2,2,1,3,2,2,2,2,2,4,1,3,1999,1
2020,37,370995,1,2,1,2,1,1,2,2,1,1,2,4,2,3,2014,1
2020,37,370995,2,2,2,2,2,2,2,2,1,1,2,4,2,3,2002,1
2020,37,370996,1,2,1,2,2,2,2,2,1,1,2,4,2,3,2010,1
2020,37,370997,1,2,1,2,1,1,2,2,2,2,2,4,2,3,2001,1
2020,37,370997,2,2,2,2,2,1,2,2,1,1,2,4,2,3,2014,1
2020,37,370998,1,2,2,2,2,3,4,2,2,2,2,4,2,3,2013,1
2020,37,370998,2,2,2,2,2,7,2,2,4,2,2,3,2,3,2006,1
2020,37,370998,3,2,2,2,1,7,1,2,4,3,3,3,2,3,2003,1
2020,37,370999,1,2,2,2,1,1,4,2,1,1,2,4,1,3,2000,1
2020,37,371000,1,2,2,2,1,2,2,2,2,2,2,4,2,3,2004,1
2020,37,371000,2,2,2,2,2,3,2,2,1,1,2,4,2,3,2018,1
2020,37,371001,1,2,2,2,1,1,2,2,1,1,2,4,2,3,2014,1
2020,37,371001,2,2,2,2,2,4,2,2,1,1,2,4,2,3,2015,1
2020,37,371002,1,2,2,2,2,1,2,1,1,1,2,4,2,3,2004,1
2020,37,371003,1,2,2,2,1,1,3,2,2,2,2,4,1,3,2004,2
2020,37,371003,2,2,2,2,2,2,2,2,1,1,2,4,2,3,2014,1
2020,37,371004,1,2,2,2,1,3,2,2,1,1,2,4,1,3,2015,1
2020,37,371005,1,2,2,2,1,1,6,1,2,2,2,4,1,3,1999,1
2020,37,371006,1,2,2,2,2,3,2,2,2,2,2,4,2,3,2003,1
2020,37,371006,2,2,2,2,2,9,2,2,3,3,3,4,2,3,9998,1
2020,37,371007,1,2,2,2,1,1,2,1,2,2,2,4,2,3,2000,1
2020,37,371008,1,2,2,2,2,2,2,2,1,1,2,4,2,3,2013,1
2020,37,371008,2,2,2,2,2,7,2,2,4,1,2,1,1,3,2007,1
2020,37,371009,1,2,2,2,2,6,2,2,1,1,1,4,2,3,2021,1
2020,37,371009,2,1,2,2,2,1,2,2,1,1,2,4,2,3,2001,2
