make,model,car_year,drive_train,curb_weight,car_height,car_width,car_length
JEEP,COMPASS,2018,AWD,1570,1646,1819,4394
JEEP,COMPASS,2019,AWD,1525,1641,1875,4394
JEEP,COMPASS,2020,AWD,1568,1641,1875,4394
JEEP,COMPASS,2022,AWD,1603,1629,1819,4404
JEEP,COMPASS,2022,FWD,1460,1629,1819,4404
JEEP,COMPASS,2023,AWD,1584,1641,1875,4404
JEEP,COMPASS,2024,AWD,1605,1641,1875,4404
JEEP,COMPASS,2025,AWD,1598,1641,1814,4404
JEEP,COMPASS,2026,AWD,1670,1655,1820,4410
JEEP,GLADIATOR,2020,4WD,2250,1905,1875,5539
JEEP,GLADIATOR,2022,4WD,2218,1905,1875,5539
JEEP,GLADIATOR,2023,4WD,2150,1905,1875,5537
JEEP,GLADIATOR,2024,4WD,2109,1905,1875,5537
JEEP,GLADIATOR,2025,4WD,2141,1905,1875,5537
JEEP,GLADIATOR,2026,4WD,2280,1920,1894,5591
JEEP,GLADIATOR DIESEL,2022,4WD,2390,1905,1875,5537
JEEP,GLADIATOR DIESEL,2023,4WD,2458,1905,1875,5537
JEEP,GRAND CHEROKEE,1993,NA,1770,1648,1786,4501
JEEP,GRAND CHEROKEE,1994,NA,1760,1648,1760,4501
JEEP,GRAND CHEROKEE,1995,NA,1882,1621,1791,4501
JEEP,GRAND CHEROKEE,1996,NA,1791,1654,1800,4501
JEEP,GRAND CHEROKEE,1997,NA,1850,1679,1793,4503
JEEP,GRAND CHEROKEE,1998,NA,1780,1709,1801,4501
JEEP,GRAND CHEROKEE,1999,NA,1780,1758,1836,4613
JEEP,GRAND CHEROKEE,2000,NA,1769,1768,1862,4613
JEEP,GRAND CHEROKEE,2001,NA,1730,1763,1836,4613
JEEP,GRAND CHEROKEE,2002,NA,1850,1800,1836,4613
JEEP,GRAND CHEROKEE,2003,NA,1850,1765,1836,4613
JEEP,GRAND CHEROKEE,2004,NA,1890,1762,1836,4611
JEEP,GRAND CHEROKEE,2005,NA,2043,1730,1870,4750
JEEP,GRAND CHEROKEE,2006,4WD,1996,1700,1870,4740
JEEP,GRAND CHEROKEE,2007,4WD,1980,1740,1870,4750
JEEP,GRAND CHEROKEE,2008,4WD,1958,1720,1862,4740
JEEP,GRAND CHEROKEE,2009,AWD,2040,1755,1862,4752
JEEP,GRAND CHEROKEE,2010,AWD,2037,1722,1862,4770
JEEP,GRAND CHEROKEE,2011,4WD,2155,1763,1943,4821
JEEP,GRAND CHEROKEE,2012,NA,2047,1760,1941,4821
JEEP,GRAND CHEROKEE,2013,NA,2054,1760,1943,4821
JEEP,GRAND CHEROKEE,2014,NA,2061,1760,1943,4821
JEEP,GRAND CHEROKEE,2015,NA,2047,1760,1943,4821
JEEP,GRAND CHEROKEE,2016,NA,2062,1760,1943,4821
JEEP,GRAND CHEROKEE,2017,NA,2041,1760,1943,4821
JEEP,GRAND CHEROKEE,2018,NA,2047,1760,1943,4821
JEEP,GRAND CHEROKEE,2019,NA,2047,1760,1943,4831
JEEP,GRAND CHEROKEE,2020,NA,2047,1760,1943,4859
JEEP,GRAND CHEROKEE,2022,4WD,2168,1760,1968,4915
JEEP,GRAND CHEROKEE,2022,NA,1922,1755,1968,4915
JEEP,GRAND CHEROKEE,2023,4WD,2039,1801,1968,4915
JEEP,GRAND CHEROKEE,2023,RWD,1922,1760,1968,4915
JEEP,GRAND CHEROKEE,2024,4WD,2044,1760,1969,4915
JEEP,GRAND CHEROKEE,2024,RWD,1922,1786,1968,4915
JEEP,GRAND CHEROKEE,2025,4WD,2050,1760,1969,4915
JEEP,GRAND CHEROKEE,2025,RWD,1922,1760,1969,4915
JEEP,GRAND CHEROKEE,2026,4WD,2200,1800,1970,4915
JEEP,GRAND CHEROKEE,2026,RWD,1930,1801,1968,4915
JEEP,GRAND CHEROKEE 4XE,2024,4WD,2531,1798,1969,4915
JEEP,GRAND CHEROKEE 4XE,2025,4WD,2495,1786,1969,4915
JEEP,GRAND CHEROKEE L,2022,4WD,2178,1801,1979,5189
JEEP,GRAND CHEROKEE L,2022,NA,2053,1816,1963,5189
JEEP,GRAND CHEROKEE L,2023,4WD,2251,1816,1963,5189
JEEP,GRAND CHEROKEE L,2023,RWD,2052,1816,1963,5189
JEEP,GRAND CHEROKEE L,2024,4WD,2302,1821,1963,5204
JEEP,GRAND CHEROKEE L,2024,RWD,2164,1819,1979,5204
JEEP,GRAND CHEROKEE L,2025,4WD,2350,1816,1963,5189
JEEP,GRAND CHEROKEE L,2025,RWD,2073,1816,1969,5189
JEEP,GRAND CHEROKEE L,2026,4WD,2250,1816,1963,5189
JEEP,GRAND CHEROKEE L,2026,RWD,2130,1798,1963,5204
JEEP,GRAND CHEROKEE L V6,2026,4WD,2188,1816,1963,5189
JEEP,GRAND CHEROKEE L V6,2026,RWD,2045,1816,1974,5189
JEEP,GRAND CHEROKEE PHEV,2022,4WD,2632,1801,1969,4915
JEEP,GRAND CHEROKEE PHEV,2023,4WD,2531,1798,1969,4915
JEEP,GRAND CHEROKEE V6,2026,4WD,2050,1790,1970,4920
JEEP,GRAND CHEROKEE V6,2026,RWD,1920,1765,1968,4915
JEEP,GRAND CHEROKEE WK,2022,AWD,2047,1760,1943,4859
JEEP,GRAND CHEROKEE WK,2022,RWD,2047,1760,1943,4859
JEEP,GRAND WAGONEER,2022,4WD,2887,1930,2123,5453
JEEP,GRAND WAGONEER,2022,NA,2912,1920,2123,5453
JEEP,GRAND WAGONEER,2023,4WD,2912,1930,2123,5453
JEEP,GRAND WAGONEER,2023,RWD,2912,1948,2123,5453
JEEP,GRAND WAGONEER,2024,4WD,2912,1943,2123,5453
JEEP,GRAND WAGONEER,2024,RWD,2912,1920,2123,5453
JEEP,GRAND WAGONEER,2025,4WD,2893,1920,2123,5453
JEEP,GRAND WAGONEER,2025,RWD,2900,1920,2029,5453
JEEP,GRAND WAGONEER,2026,4WD,2915,1943,2123,5453
JEEP,GRAND WAGONEER,2026,RWD,2820,1930,2120,5450
JEEP,GRAND WAGONEER L,2023,4WD,3041,1943,2123,5758
JEEP,GRAND WAGONEER L,2023,RWD,3041,1943,2123,5758
JEEP,GRAND WAGONEER L,2024,4WD,3041,1943,2123,5758
JEEP,GRAND WAGONEER L,2024,RWD,3040,1935,2029,5758
JEEP,GRAND WAGONEER L,2025,4WD,3041,1943,2123,5758
JEEP,GRAND WAGONEER L,2025,RWD,3040,1946,2123,5758
JEEP,GRAND WAGONEER L,2026,4WD,3080,1920,2123,5758
JEEP,GRAND WAGONEER L,2026,RWD,3055,1925,2123,5758
JEEP,LIBERTY,2002,RWD,1668,1786,1819,4430
JEEP,LIBERTY,2003,RWD,1574,1775,1819,4435
JEEP,LIBERTY,2004,RWD,1720,1786,1819,4430
JEEP,LIBERTY,2005,RWD,1698,1786,1819,4430
JEEP,LIBERTY,2006,RWD,1699,1798,1786,4430
JEEP,LIBERTY,2007,4WD,1840,1780,1820,4430
JEEP,LIBERTY,2008,4WD,1841,1778,1836,4493
JEEP,LIBERTY,2009,AWD,1840,1770,1844,4429
JEEP,LIBERTY,2010,AWD,1845,1799,1826,4493
JEEP,LIBERTY,2011,4WD,1939,1760,1836,4501
JEEP,LIBERTY,2012,NA,1742,1773,1862,4493
JEEP,PATRIOT,2007,4WD,1555,1666,1756,4409
JEEP,PATRIOT,2008,4WD,1510,1666,1755,4407
JEEP,PATRIOT,2009,AWD,1552,1664,1755,4409
JEEP,PATRIOT,2010,AWD,1530,1666,1758,4409
JEEP,PATRIOT,2011,4WD,1545,1670,1756,4408
JEEP,PATRIOT,2012,NA,1437,1664,1760,4415
JEEP,PATRIOT,2013,NA,1424,1664,1758,4415
JEEP,PATRIOT,2014,NA,1415,1664,1758,4415
JEEP,PATRIOT,2015,NA,1439,1664,1758,4415
JEEP,PATRIOT,2016,NA,1450,1664,1758,4415
JEEP,PATRIOT,2017,4WD,1544,1664,1758,4415
JEEP,RENEGADE,2016,NA,1406,1667,1798,4232
JEEP,RENEGADE,2017,NA,1436,1689,1803,4232
JEEP,RENEGADE,2018,NA,1402,1689,1803,4232
JEEP,RENEGADE,2019,NA,1450,1689,1885,4232
JEEP,RENEGADE,2020,AWD,1590,1697,1805,4232
JEEP,RENEGADE,2022,AWD,1578,1687,1803,4232
JEEP,RENEGADE,2022,FWD,1457,1689,1885,4232
JEEP,RENEGADE,2023,AWD,1587,1697,1803,4232
JEEP,WAGONEER,2022,4WD,2747,1920,2123,5453
JEEP,WAGONEER,2022,NA,2703,1941,2123,5453
JEEP,WAGONEER,2023,4WD,2703,1920,2123,5453
JEEP,WAGONEER,2023,RWD,2703,1941,2123,5453
JEEP,WAGONEER,2024,4WD,2734,1920,2123,5453
JEEP,WAGONEER,2024,RWD,2715,1976,2123,5453
JEEP,WAGONEER,2025,4WD,2717,1920,2123,5453
JEEP,WAGONEER,2025,RWD,2550,1940,2120,5450
JEEP,WAGONEER L,2023,4WD,2912,1941,2123,5758
JEEP,WAGONEER L,2023,RWD,2767,1941,2123,5758
JEEP,WAGONEER L,2024,4WD,2771,1930,2111,5758
JEEP,WAGONEER L,2024,RWD,2771,1941,2123,5758
JEEP,WAGONEER L,2025,4WD,2853,1943,2123,5758
JEEP,WAGONEER L,2025,RWD,2768,1941,2123,5758
JEEP,WAGONEER S,2024,AWD,2600,1646,1991,4887
JEEP,WAGONEER S,2025,AWD,2650,1690,1990,4970
JEEP,WAGONEER S,2026,AWD,2800,1720,2000,5150
JEEP,WRANGLER,1994,NA,1474,1758,1676,3861
JEEP,WRANGLER,1995,NA,1400,1735,1675,3860
JEEP,WRANGLER,1997,NA,1439,1745,1694,3856
JEEP,WRANGLER,1999,NA,1475,1800,1830,3880
JEEP,WRANGLER,2000,NA,1420,1801,1694,3856
JEEP,WRANGLER,2001,NA,1528,1801,1694,3856
JEEP,WRANGLER,2002,NA,1537,1808,1821,3907
JEEP,WRANGLER,2003,NA,1525,1801,1821,3894
JEEP,WRANGLER,2004,NA,1529,1801,1694,3856
JEEP,WRANGLER,2005,NA,1535,1801,1694,3861
JEEP,WRANGLER,2006,AWD,1569,1760,1694,3853
JEEP,WRANGLER,2007,AWD,1705,1801,1872,4173
JEEP,WRANGLER,2008,AWD,1742,1801,1872,4138
JEEP,WRANGLER,2009,AWD,1740,1801,1872,4173
JEEP,WRANGLER,2010,AWD,1720,1801,1872,4161
JEEP,WRANGLER,2011,4WD,1760,1801,1872,4173
JEEP,WRANGLER,2012,4WD,1760,1801,1872,4173
JEEP,WRANGLER,2013,4WD,1740,1842,1872,4173
JEEP,WRANGLER,2014,4WD,1760,1801,1872,4173
JEEP,WRANGLER,2015,4WD,1969,1801,1872,4684
JEEP,WRANGLER,2016,4WD,1706,1801,1872,4173
JEEP,WRANGLER,2017,4WD,1760,1841,1872,4173
JEEP,WRANGLER,2018,4WD,2000,1870,1875,4890
JEEP,WRANGLER,2019,4WD,1939,1878,1875,4785
JEEP,WRANGLER,2020,4WD,1950,1867,1875,4785
JEEP,WRANGLER,2021,4WD,1940,1869,1875,4785
JEEP,WRANGLER,2022,4WD,1925,1870,1875,4785
JEEP,WRANGLER,2023,4WD,1950,1882,1894,4785
JEEP,WRANGLER 2-DOOR,2024,4WD,1843,1869,1877,4237
JEEP,WRANGLER 2-DOOR,2025,4WD,1822,1869,1875,4237
JEEP,WRANGLER 2-DOOR,2026,4WD,1910,1890,1880,4240
JEEP,WRANGLER 4-DOOR,2024,4WD,1949,1869,1875,4785
JEEP,WRANGLER 4-DOOR,2025,4WD,2147,1895,1892,4882
JEEP,WRANGLER 4-DOOR,2026,4WD,2120,1900,1895,4790
JEEP,WRANGLER 4-DOOR 392,2024,4WD,2315,1913,1958,4811
JEEP,WRANGLER 4-DOOR 392,2025,4WD,2381,1948,1877,4785
JEEP,WRANGLER 4-DOOR 392,2026,4WD,2380,1930,1875,4800
JEEP,WRANGLER 4-DOOR 4XE,2024,4WD,2405,1875,1872,4785
JEEP,WRANGLER 4-DOOR 4XE,2025,4WD,2360,1882,1872,4785
JEEP,WRANGLER 4-DOOR RHD,2024,4WD,2104,1913,1875,4785
JEEP,WRANGLER 4-DOOR RHD,2025,4WD,2230,1900,1894,4882
JEEP,WRANGLER 4-DOOR RHD,2026,4WD,2050,1880,1915,4882
JEEP,WRANGLER JK,2018,4WD,1980,1842,1872,4697
JEEP,WRANGLER UNLIMITED,2022,4WD,2018,1870,1875,4785
JEEP,WRANGLER UNLIMITED,2023,4WD,2043,1869,1875,4785
JEEP,WRANGLER UNLIMITED 392,2022,4WD,2313,1923,1877,4892
JEEP,WRANGLER UNLIMITED 392,2023,4WD,2312,1943,1877,4796
JEEP,WRANGLER UNLIMITED DIESEL,2022,4WD,2166,1888,1875,4785
JEEP,WRANGLER UNLIMITED DIESEL,2023,4WD,2244,1943,1875,4785
JEEP,WRANGLER UNLIMITED PHEV,2022,4WD,2373,1925,1877,4785
JEEP,WRANGLER UNLIMITED PHEV,2023,4WD,2370,1867,1877,4785
JEEP,WRANGLER UNLIMITED RHD,2022,4WD,2100,1870,1894,4882
JEEP,WRANGLER UNLIMITED RHD,2023,4WD,2013,1869,1872,4785
KIA,AMANTI,2005,NA,1780,1496,1849,4996
KIA,AMANTI,2006,FWD,1730,1490,1850,4980
KIA,AMANTI,2008,FWD,1740,1495,1850,4980
KIA,BORREGO,2009,AWD,2110,1810,1915,4880
KIA,CADENZA,2014,FWD,1630,1475,1860,4970
KIA,CADENZA,2017,FWD,1650,1470,1870,4970
KIA,CARNIVAL,2022,FWD,2030,1740,1995,5155
KIA,CARNIVAL,2023,FWD,2001,1760,1995,5155
KIA,CARNIVAL,2024,FWD,2027,1765,1994,5155.5
KIA,CARNIVAL,2025,FWD,2050,1740,1995,5155
KIA,CARNIVAL,2026,FWD,2170,1740,1995,5155
KIA,CARNIVAL HEV,2025,FWD,2220,1775,1995,5150
KIA,CARNIVAL HYBRID,2026,FWD,2290,1740,1994,5166
KIA,EV4,2026,FWD,1900,1630,1860,4480
KIA,EV6,2022,AWD,2095,1550,1880,4680
KIA,EV6,2022,RWD,1985,1550,1880,4680
KIA,EV6,2023,AWD,2105,1550,1890,4695
KIA,EV6,2023,RWD,1990,1550,1880,4680
KIA,EV6,2024,AWD,2165,1550,1890,4695
KIA,EV6,2024,RWD,1822,1544,1864,4694
KIA,EV6,2025,AWD,2125,1550,1890,4695
KIA,EV6,2025,RWD,1879,1545,1890,4695
KIA,EV6,2026,AWD,2165,1550,1890,4695
KIA,EV6,2026,RWD,1950,1555,1895,4710
KIA,EV9,2024,AWD,2671,1755,1980,5010
KIA,EV9,2024,RWD,2357,1780,1979,5009
KIA,EV9,2025,AWD,2670,1755,1980,5010
KIA,EV9,2025,RWD,2502,1755,1980,5010
KIA,EV9,2026,AWD,2630,1755,1980,5010
KIA,EV9,2026,RWD,2383,1755,1980,5010
KIA,FORTE,2010,FWD,1225,1461,1775,4529
KIA,FORTE,2011,FWD,1245,1460,1775,4530
KIA,FORTE,2012,FWD,1245,1461,1775,4529
KIA,FORTE,2013,FWD,1270,1460,1775,4530
KIA,FORTE,2014,FWD,1260,1435,1780,4560
KIA,FORTE,2015,FWD,1295,1435,1780,4560
KIA,FORTE,2016,FWD,1315,1429,1781,4559
KIA,FORTE,2017,FWD,1290,1429,1781,4560
KIA,FORTE,2018,FWD,1301,1429,1780,4559
KIA,FORTE,2019,FWD,1250,1435,1800,4640
KIA,FORTE,2020,FWD,1240,1440,1800,4640
KIA,FORTE,2021,FWD,1280,1440,1801,4640
KIA,FORTE,2022,FWD,1264,1440,1800,4640
KIA,FORTE,2023,FWD,1255,1445,1800,4640
KIA,FORTE,2024,FWD,1290,1440,1800,4640
KIA,K4,2025,FWD,1430,1460,1850,4709
KIA,K4,2026,FWD,1410,1450,1850,4710
KIA,K4 5DR,2026,FWD,1420,1450,1850,4580
KIA,K5,2021,FWD,1413,1445,1859,4905
KIA,K5,2022,FWD,1411,1445,1859,4905
KIA,K5,2023,AWD,1578,1445,1859,4905
KIA,K5,2023,FWD,1473,1445,1859,4905
KIA,K5,2024,AWD,1578,1445,1859,4905
KIA,K5,2024,FWD,1413,1445,1859,4905
KIA,K5,2025,AWD,1578,1445,1860,4905
KIA,K5,2025,FWD,1465,1445,1860,4905
KIA,K5,2026,AWD,1615,1445,1860,4910
KIA,K5,2026,FWD,1520,1445,1869,4905
KIA,K900,2015,RWD,2135,1491,1890,5095
KIA,NIRO,2023,FWD,1425,1545,1825,4420
KIA,NIRO,2024,FWD,1425,1545,1825,4420
KIA,NIRO,2025,FWD,1415,1545,1825,4420
KIA,NIRO,2026,FWD,1480,1545,1825,4425
KIA,NIRO ELECTRIC,2022,FWD,1737,1570,1806,4374
KIA,NIRO ELECTRIC,2026,FWD,1700,1575,1830,4440
KIA,NIRO EV,2023,FWD,1700,1570,1825,4420
KIA,NIRO EV,2024,FWD,1732,1570,1825,4420
KIA,NIRO EV,2025,FWD,1705,1570,1825,4420
KIA,NIRO HYBRID,2022,FWD,1443,1545,1805,4355
KIA,NIRO PHEV,2022,FWD,1538,1545,1805,4375
KIA,NIRO PHEV,2026,FWD,1600,1545,1825,4420
KIA,NIRO PLUG-IN HYBRID,2023,FWD,1665,1544,1826,4420
KIA,NIRO PLUG-IN HYBRID,2024,FWD,1587,1545,1825,4420
KIA,NIRO PLUG-IN HYBRID,2025,FWD,1525,1570,1825,4420
KIA,OPTIMA,2003,NA,1415,1440,1815,4700
KIA,OPTIMA,2004,NA,1435,1440,1815,4745
KIA,OPTIMA,2005,NA,1415,1429,1816,4745
KIA,OPTIMA,2006,FWD,1405,1466,1811,4735
KIA,OPTIMA,2007,FWD,1475,1480,1805,4800
KIA,OPTIMA,2008,FWD,1435,1475,1805,4800
KIA,OPTIMA,2009,FWD,1450,1476,1806,4801
KIA,OPTIMA,2010,FWD,1460,1480,1805,4800
KIA,OPTIMA,2011,FWD,1490,1455,1831,4844
KIA,OPTIMA,2012,FWD,1479,1455,1830,4845
KIA,OPTIMA,2013,FWD,1468,1455,1831,4844
KIA,OPTIMA,2014,FWD,1465,1455,1831,4844
KIA,OPTIMA,2015,FWD,1468,1455,1831,4844
KIA,OPTIMA,2016,FWD,1465,1466,1859,4854
KIA,OPTIMA,2017,FWD,1465,1466,1859,4854
KIA,OPTIMA,2018,FWD,1495,1455,1860,4855
KIA,OPTIMA,2019,FWD,1466,1465,1860,4855
KIA,OPTIMA,2020,FWD,1465,1466,1859,4854
KIA,RIO,2001,NA,1005,1435,1675,4215
KIA,RIO,2003,NA,1055,1410,1675,4215
KIA,RIO,2004,NA,1017,1415,1675,4215
KIA,RIO,2006,FWD,1118,1470,1670,4215
KIA,RIO,2007,FWD,1099,1471,1694,4249
KIA,RIO,2008,FWD,1115,1470,1695,4240
KIA,RIO,2009,FWD,1095,1470,1695,4290
KIA,RIO,2010,FWD,1144,1471,1694,4242
KIA,RIO,2011,FWD,1095,1470,1695,4240
KIA,RIO,2012,FWD,1140,1455,1720,4045
KIA,RIO,2013,FWD,1145,1455,1720,4365
KIA,RIO,2014,FWD,1141,1455,1720,4045
KIA,RIO,2015,FWD,1150,1455,1720,4365
KIA,RIO,2016,FWD,1160,1455,1720,4045
KIA,RIO,2017,FWD,1150,1455,1720,4046
KIA,RIO,2018,FWD,1180,1450,1725,4385
KIA,RIO,2019,FWD,1225,1455,1725,4385
KIA,RIO,2020,FWD,1201,1450,1725,4384
KIA,RIO,2022,FWD,1227,1450,1725,4384.5
KIA,RIO,2023,FWD,1211,1450,1725,4384.5
KIA,RONDO,2007,FWD,1565,1655,1800,4545
KIA,RONDO,2008,FWD,1554,1651,1821,4567
KIA,RONDO,2009,FWD,1572,1700,1821,4496
KIA,SEDONA,2003,FWD,2085,1760,1900,4890
KIA,SEDONA,2004,FWD,2040,1760,1946,4928
KIA,SEDONA,2005,FWD,1984,1763,1966,4930
KIA,SEDONA,2006,FWD,2008,1755,1984,5131
KIA,SEDONA,2007,FWD,2040,1806,1984,5131
KIA,SEDONA,2008,FWD,1983,1760,1984,5131
KIA,SEDONA,2009,FWD,2041,1760,1994,5131
KIA,SEDONA,2010,FWD,1984,1755,1984,5131
KIA,SEDONA,2011,FWD,1984,1755,1984,5131
KIA,SEDONA,2012,FWD,1995,1760,1985,5130
KIA,SEDONA,2014,FWD,1969,1750,1985,5020
KIA,SEDONA,2015,FWD,2029,1740,1994,5116
KIA,SEDONA,2016,FWD,2002,1740,1994,5116
KIA,SEDONA,2017,FWD,2002,1740,1994,5116
KIA,SEDONA,2018,FWD,2002,1740,1994,5116
KIA,SEDONA,2019,FWD,2002,1740,1994,5116
KIA,SEDONA,2020,FWD,2029,1730,1994,5116
KIA,SELTOS,2021,AWD,1470,1645,1800,4370
KIA,SELTOS,2022,AWD,1445,1635,1800,4370
KIA,SELTOS,2022,FWD,1330,1615,1800,4370
KIA,SELTOS,2023,AWD,1525,1631,1801,4384
KIA,SELTOS,2023,FWD,1295,1600,1800,4390
KIA,SELTOS,2024,AWD,1450,1615,1801,4384
KIA,SELTOS,2024,FWD,1365,1615,1801,4385
KIA,SELTOS,2025,AWD,1510,1631,1801,4399
KIA,SELTOS,2025,FWD,1300,1630,1800,4385
KIA,SELTOS,2026,AWD,1500,1650,1805,4400
KIA,SELTOS,2026,FWD,1325,1635,1800,4395
KIA,SORENTO,2003,AWD,1987,1730,1863,4565
KIA,SORENTO,2004,AWD,1985,1760,1862,4569
KIA,SORENTO,2005,AWD,1980,1730,1859,4569
KIA,SORENTO,2006,AWD,2085,1845,1860,4565
KIA,SORENTO,2007,AWD,2021,1730,1857,4590
KIA,SORENTO,2008,AWD,2060,1810,1865,4590
KIA,SORENTO,2009,AWD,2050,1730,1863,4590
KIA,SORENTO,2011,4WD,1745,1710,1885,4685
KIA,SORENTO,2012,AWD,1700,1709,1885,4684
KIA,SORENTO,2013,AWD,1805,1709,1885,4684
KIA,SORENTO,2014,AWD,1785,1699,1872,4684
KIA,SORENTO,2015,AWD,1880,1705,1885,4686
KIA,SORENTO,2016,AWD,1877,1685,1890,4780
KIA,SORENTO,2017,AWD,1866,1694,1890,4780
KIA,SORENTO,2018,AWD,1950,1720,1890,4760
KIA,SORENTO,2019,AWD,1917,1700,1890,4800
KIA,SORENTO,2020,AWD,1955,1709,1890,4801
KIA,SORENTO,2022,AWD,1905,1700,1900,4810
KIA,SORENTO,2022,FWD,1710,1700,1900,4810
KIA,SORENTO,2023,AWD,1860,1705,1900,4810
KIA,SORENTO,2023,FWD,1710,1694,1900,4811
KIA,SORENTO,2024,AWD,1842,1700,1900,4810
KIA,SORENTO,2024,FWD,1723,1697,1900,4834
KIA,SORENTO,2025,AWD,1880,1700,1900,4810
KIA,SORENTO,2025,FWD,1750,1700,1900,4815
KIA,SORENTO,2026,AWD,1980,1705,1900,4820
KIA,SORENTO,2026,FWD,1750,1700,1900,4810
KIA,SORENTO HEV,2023,AWD,1984,1720,1900,4811
KIA,SORENTO HEV,2023,FWD,1815,1694,1900,4811
KIA,SORENTO HYBRID,2022,AWD,1986,1700,1900,4810
KIA,SORENTO HYBRID,2022,FWD,1880,1720,1900,4810
KIA,SORENTO HYBRID,2024,AWD,1896,1697,1900,4810.5
KIA,SORENTO HYBRID,2024,FWD,1854.5,1694,1899,4830
KIA,SORENTO HYBRID,2025,AWD,1984,1699,1900,4821
KIA,SORENTO HYBRID,2025,FWD,1841,1700,1900,4810
KIA,SORENTO HYBRID,2026,AWD,2000,1720,1900,4815
KIA,SORENTO HYBRID,2026,FWD,1890,1700,1900,4810
KIA,SORENTO PHEV,2023,AWD,2044,1720,1900,4811
KIA,SORENTO PHEV,2026,AWD,2095,1700,1900,4815
KIA,SORENTO PLUG-IN HYBRID,2022,AWD,2085,1720,1900,4811
KIA,SORENTO PLUG-IN HYBRID,2024,AWD,2085,1694,1900,4811
KIA,SORENTO PLUG-IN HYBRID,2025,AWD,2060,1710,1900,4810
KIA,SOUL,2010,FWD,1290,1610,1786,4105
KIA,SOUL,2011,FWD,1295,1610,1785,4105
KIA,SOUL,2012,FWD,1280,1610,1785,4105
KIA,SOUL,2013,FWD,1295,1610,1785,4095
KIA,SOUL,2014,FWD,1285,1600,1800,4140
KIA,SOUL,2015,FWD,1283,1600,1800,4140
KIA,SOUL,2016,FWD,1287,1613,1801,4140
KIA,SOUL,2017,FWD,1310,1613,1801,4140
KIA,SOUL,2018,FWD,1320,1600,1800,4140
KIA,SOUL,2019,FWD,1281,1600,1801,4196
KIA,SOUL,2020,FWD,1295,1600,1801,4196
KIA,SOUL,2021,FWD,1271,1600,1801,4196
KIA,SOUL,2022,FWD,1281,1600,1800,4195
KIA,SOUL,2023,FWD,1284,1658,1800,4196
KIA,SOUL,2024,FWD,1281,1656,1801,4196
KIA,SOUL,2025,FWD,1259,1656,1801,4196
KIA,SPECTRA,2002,NA,1195,1420,1720,4510
KIA,SPECTRA,2003,NA,1179,1415,1715,4511
KIA,SPECTRA,2006,FWD,1260,1425,1725,4511
KIA,SPECTRA,2007,FWD,1286,1415,1725,4511
KIA,SPECTRA,2008,FWD,1232,1425,1725,4511
KIA,SPECTRA,2009,FWD,1280,1415,1725,4510
KIA,SPORTAGE,2002,NA,1476,1640,1735,4340
KIA,SPORTAGE,2005,AWD,1550,1730,1800,4350
KIA,SPORTAGE,2006,AWD,1570,1730,1800,4350
KIA,SPORTAGE,2007,AWD,1591,1725,1801,4361
KIA,SPORTAGE,2008,AWD,1600,1730,1800,4350
KIA,SPORTAGE,2009,AWD,1599,1730,1800,4350
KIA,SPORTAGE,2010,AWD,1550,1735,1800,4350
KIA,SPORTAGE,2011,4WD,1582,1635,1855,4440
KIA,SPORTAGE,2012,AWD,1525,1635,1855,4440
KIA,SPORTAGE,2013,AWD,1584,1636,1854,4440
KIA,SPORTAGE,2014,AWD,1630,1645,1855,4440
KIA,SPORTAGE,2015,AWD,1590,1635,1855,4440
KIA,SPORTAGE,2016,AWD,1594,1636,1854,4440
KIA,SPORTAGE,2017,AWD,1570,1645,1855,4480
KIA,SPORTAGE,2018,AWD,1620,1636,1864,4481
KIA,SPORTAGE,2019,AWD,1615,1646,1854,4481
KIA,SPORTAGE,2020,AWD,1613,1646,1854,4481
KIA,SPORTAGE,2022,AWD,1630,1646,1854,4481
KIA,SPORTAGE,2022,FWD,1499,1646,1864,4481
KIA,SPORTAGE,2023,AWD,1735,1661,1864,4661
KIA,SPORTAGE,2023,FWD,1550,1676,1864,4661
KIA,SPORTAGE,2024,AWD,1745,1684,1865,4660
KIA,SPORTAGE,2024,FWD,1555,1661,1864,4661
KIA,SPORTAGE,2025,AWD,1680,1676,1864,4661
KIA,SPORTAGE,2025,FWD,1530,1661,1864,4661
KIA,SPORTAGE,2026,AWD,1620,1670,1870,4670
KIA,SPORTAGE,2026,FWD,1530,1660,1865,4660
KIA,SPORTAGE HEV,2023,AWD,1753,1676,1865,4660
KIA,SPORTAGE HEV,2023,FWD,1700,1661,1864,4661
KIA,SPORTAGE HYBRID,2024,AWD,1701,1661,1864,4661
KIA,SPORTAGE HYBRID,2024,FWD,1557,1661,1864,4661
KIA,SPORTAGE HYBRID,2025,AWD,1767,1661,1864,4661
KIA,SPORTAGE HYBRID,2025,FWD,1635,1660,1865,4660
KIA,SPORTAGE HYBRID,2026,AWD,1750,1665,1865,4660
KIA,SPORTAGE HYBRID,2026,FWD,1700,1661,1864,4660
KIA,SPORTAGE PHEV,2023,AWD,1886,1674,1865,4660
KIA,SPORTAGE PHEV,2023,FWD,1827,1666,1864,4661
KIA,SPORTAGE PHEV,2026,AWD,1980,1675,1875,4690
KIA,SPORTAGE PLUG-IN HYBRID,2024,AWD,1907,1661,1865,4660
KIA,SPORTAGE PLUG-IN HYBRID,2024,FWD,1850,1670,1865,4660
