Make,Model,Year,Drive Train,Kerb Weight,Car Height,Car Length,Car Width
FORD,F-350 CREW CAB,2022,2WD,3052,1999,6350,2032
FORD,F-350 CREW CAB,2022,4WD,3505,2065,6350,2032
FORD,F-350 REGULAR CAB,2022,2WD,2631,1994,6350,2032
FORD,F-350 REGULAR CAB,2022,4WD,3099,2065,6762,2032
FORD,F-350 SUPER CAB,2022,2WD,3039,2027,6350,2032
FORD,F-350 SUPER CAB,2022,4WD,3266,2065,6350,2032
FORD,GT,2022,RWD,1385,1114,4763,2004
FORD,MAVERICK,2022,4WD,1680,1745,5072,1844
FORD,MAVERICK,2022,FWD,1658,1735,5072,1844
FORD,MAVERICK HEV,2022,FWD,1667,1735,5072,1844
FORD,MUSTANG,2022,RWD,1698,1379,4784,1915
FORD,MUSTANG,2022,RWD,1698,1379,4783,1930
FORD,MUSTANG GT 500,2022,RWD,1892,1379,4788,1943
FORD,MUSTANG MACH-E,2022,AWD,2179,1600,4712,1881
FORD,MUSTANG MACH-E,2022,RWD,1993,1626,4714,1882
FORD,RANGER SUPER CAB,2022,2WD,1837,1798,5354,1976
FORD,RANGER SUPER CAB,2022,4WD,2000,1805,5354,1862
FORD,RANGER SUPER CREW,2022,2WD,1903,1796,5354,1862
FORD,RANGER SUPER CREW,2022,4WD,2080,1816,5354,1976
FORD,TRANSIT CONNECT VAN,2022,FWD,1640,1836,4818,1834
FORD,TRANSIT CONNECT WAGON,2022,FWD,1622,1830,4826,1834
FORD,TRANSIT HIGH ROOF 15 PASS,2022,AWD,3050,2842,6703,2065
FORD,TRANSIT HIGH ROOF 15 PASS,2022,RWD,2700,2789,6704,2067
FORD,"TRANSIT HIGH ROOF (8,10,12) PASS",2022,AWD,2892,2797,5982,2065
FORD,"TRANSIT HIGH ROOF (8,10,12) PASS",2022,RWD,2718,2758,6703,2065
FORD,TRANSIT LOW ROOF 15 PASS,2022,AWD,2889,2069,6704,2060
FORD,TRANSIT LOW ROOF 15 PASS,2022,RWD,2630,2088,6703,2065
FORD,"TRANSIT LOW ROOF (8,10,12) PASS",2022,AWD,2681,2088,5982,2065
FORD,"TRANSIT LOW ROOF (8,10,12) PASS",2022,RWD,2600,2058,5982,2060
FORD,TRANSIT MEDIUM ROOF 15 PASS,2022,AWD,2644,2560,5982,1976
FORD,TRANSIT MEDIUM ROOF 15 PASS,2022,RWD,2650,2494,6706,2065
FORD,"TRANSIT MEDIUM ROOF (8,10,12) PASS",2022,AWD,2600,2497,5982,2060
FORD,"TRANSIT MEDIUM ROOF (8,10,12) PASS",2022,RWD,2600,2560,5982,2060
FORD,TRANSIT VAN,2022,AWD,2500,2525,5982,2065
FORD,TRANSIT VAN,2022,RWD,2335,2560,5982,2065
FORD,TRANSIT VAN BATTERY ELECTRIC,2022,RWD,2700,2405,6035,2065
FREIGHTLINER,SPRINTER 1500 CARGO VAN,2022,RWD,2175,2370,5931,2009
FREIGHTLINER,SPRINTER 1500 PASSENGER VAN,2022,RWD,2280,2446,5941,2019
FREIGHTLINER,SPRINTER 2500 12 PASSENGER VAN,2022,AWD,3100,2771,6949,2032
FREIGHTLINER,SPRINTER 2500 12 PASSENGER VAN,2022,RWD,2812,2667,6967,2025
FREIGHTLINER,SPRINTER 2500 15 PASSENGER VAN,2022,RWD,2885,2763,6949,2032
FREIGHTLINER,SPRINTER 2500 CARGO VAN (LWB),2022,AWD,2880,2710,6967,2020
FREIGHTLINER,SPRINTER 2500 CARGO VAN (LWB),2022,RWD,2221,2730,6967,2032
FREIGHTLINER,SPRINTER 2500 CARGO VAN (SWB),2022,AWD,2482,2672,5931,2342
FREIGHTLINER,SPRINTER 2500 CARGO VAN (SWB),2022,RWD,2221,2446,5931,2019
FREIGHTLINER,SPRINTER 2500 CREW VAN (LWB),2022,AWD,2903,2672,6967,2025
FREIGHTLINER,SPRINTER 2500 CREW VAN (LWB),2022,RWD,2430,2356,5932,2025
FREIGHTLINER,SPRINTER 2500 CREW VAN (SWB),2022,AWD,2767,2446,5931,2017
FREIGHTLINER,SPRINTER 2500 CREW VAN (SWB),2022,RWD,2334,2474,5931,2032
FREIGHTLINER,SPRINTER 3500 CARGO VAN,2022,RWD,2920,2670,6967,2025
FREIGHTLINER,SPRINTER 3500 CREW VAN,2022,RWD,2767,2446,5931,2019
FREIGHTLINER,SPRINTER 4500 CARGO VAN,2022,RWD,2585,2730,6967,2345
FREIGHTLINER,SPRINTER 4500 CREW VAN,2022,RWD,5500,2764,6949,2017
GENESIS,G70,2022,AWD,1850,1392,4684,1849
GENESIS,G70,2022,RWD,1709,1394,4684,1849
GENESIS,G80,2022,AWD,1953,1466,4996,1925
GENESIS,G80,2022,RWD,1867,1468,4996,1925
GENESIS,G90,2022,AWD,2200,1495,5205,1915
GENESIS,G90,2022,RWD,2165,1496,5205,1915
GENESIS,GV70,2022,AWD,1945,1631,4715,1910
GENESIS,GV70,2022,RWD,1944,1630,4715,1910
GENESIS,GV80,2022,AWD,2166,1715,4945,1965
GENESIS,GV80,2022,RWD,2060,1715,4945,1976
GMC,ACADIA,2022,AWD,1787,1694,4912,1915
GMC,ACADIA,2022,FWD,1781,1694,4912,1915
GMC,CANYON,2022,2WD,1837,1788,5395,1887
GMC,CANYON,2022,2WD,1891,1786,5395,1887
GMC,CANYON,2022,4WD,2041,1788,5395,1887
GMC,CANYON,2022,4WD,2050,1788,5395,1887
GMC,SAVANA CARGO 2500,2022,RWD,2341,2159,5753,2012
GMC,SAVANA CARGO 3500,2022,RWD,2460,2151,5692,2017
GMC,SAVANA PASSENGER 2500,2022,RWD,2540,2154,5692,2017
GMC,SAVANA PASSENGER 3500 - 12 PASSENGER,2022,RWD,2590,2068,5753,2012
GMC,SAVANA PASSENGER 3500 - 15 PASSENGER,2022,RWD,2717,2101,5692,2012
GMC,SIERRA 1500,2022,2WD,2132,1920,5888,2062
GMC,SIERRA 1500,2022,2WD,2270,1920,5885,2062
GMC,SIERRA 1500,2022,2WD,2204,1918,5885,2063
GMC,SIERRA 1500,2022,4WD,2377,1989,5885,2062
GMC,SIERRA 1500,2022,4WD,2360,1920,5885,2062
GMC,SIERRA 1500,2022,4WD,2400,1950,5885,2062
GMC,SIERRA 1500 LIMITED,2022,2WD,2164,1920,5885,2062
GMC,SIERRA 1500 LIMITED,2022,2WD,2130,1917,6125,2063
GMC,SIERRA 1500 LIMITED,2022,2WD,2086,1918,5885,2062
GMC,SIERRA 1500 LIMITED,2022,4WD,2445,1918,5885,2063
GMC,SIERRA 1500 LIMITED,2022,4WD,2404,1915,5885,2060
GMC,SIERRA 1500 LIMITED,2022,4WD,2380,1918,5885,2062
GMC,SIERRA 2500,2022,2WD,2600,2017,6365,2080
GMC,SIERRA 2500,2022,2WD,2458,2027,6015,2078
GMC,SIERRA 2500,2022,2WD,2630,2029,6347,2078
GMC,SIERRA 2500,2022,4WD,2948,2027,6337,2078
GMC,SIERRA 2500,2022,4WD,2890,2030,6330,2075
GMC,SIERRA 2500,2022,4WD,2800,2030,5003,2080
GMC,TERRAIN,2022,AWD,1578,1661,4630,1839
GMC,TERRAIN,2022,FWD,1554,1661,4630,1839
GMC,YUKON,2022,2WD,2429,1943,5334,2057
GMC,YUKON,2022,4WD,2554,1943,5334,2057
GMC,YUKON XL,2022,2WD,2528,1943,5720,2057
GMC,YUKON XL,2022,4WD,2540,1943,5720,2057
HONDA,ACCORD,2022,FWD,1461,1450,4903,1862
HONDA,ACCORD HYBRID,2022,FWD,1559,1450,4981,1862
HONDA,CIVIC,2022,FWD,1305,1415,4674,1801
HONDA,CIVIC HATCHBACK,2022,FWD,1349,1415,4564,1801
HONDA,CIVIC SEDAN SI,2022,FWD,1354,1414,4679,1802
HONDA,CR-V,2022,AWD,1567,1689,4625,1854
HONDA,CR-V,2022,FWD,1536,1679,4630,1854
HONDA,CR-V HYBRID,2022,AWD,1701,1689,4625,1854
HONDA,HR-V,2022,AWD,1395,1605,4346,1773
HONDA,HR-V,2022,FWD,1318,1605,4328,1722
HONDA,INSIGHT,2022,FWD,1354,1412,4663,1801
HONDA,ODYSSEY,2022,FWD,1971,1735,5212,1996
HONDA,PASSPORT,2022,AWD,1947,1869,4839,1996
HONDA,PASSPORT,2022,FWD,1916,1808,4836,1996
HONDA,PILOT,2022,AWD,1990,1793,4991,1996
HONDA,PILOT,2022,FWD,1921,1793,4991,1996
HONDA,RIDGELINE,2022,AWD,2046,1798,5334,1996
HONDA,RIDGELINE,2022,FWD,2043,1798,5334,1996
HYUNDAI,ACCENT,2022,FWD,1176,1455,4384,1730
HYUNDAI,ELANTRA,2022,FWD,1236,1415,4676,1826
HYUNDAI,ELANTRA HYBRID,2022,FWD,1388,1415,4676,1826
HYUNDAI,ELANTRA N,2022,FWD,1442,1415,4676,1826
HYUNDAI,IONIQ 5,2022,AWD,2100,1605,4635,1890
HYUNDAI,IONIQ 5,2022,RWD,1907,1605,4635,1890
HYUNDAI,IONIQ HYBRID,2022,FWD,1404,1445,4470,1821
HYUNDAI,IONIQ PLUG-IN HYBRID,2022,FWD,1540,1450,4470,1820
HYUNDAI,KONA,2022,AWD,1451,1565,4205,1800
HYUNDAI,KONA,2022,FWD,1233,1550,4205,1800
HYUNDAI,KONA ELECTRIC,2022,FWD,1685,1570,4205,1800
HYUNDAI,KONA N,2022,FWD,1515,1565,4215,1800
HYUNDAI,NEXO,2022,FWD,1850,1630,4635,1860
HYUNDAI,PALISADE,2022,AWD,2044,1750,4981,1976
HYUNDAI,PALISADE,2022,FWD,1870,1749,4981,1976
HYUNDAI,SANTA CRUZ,2022,AWD,1858,1694,4971,1905
HYUNDAI,SANTA CRUZ,2022,FWD,1814,1694,4971,1905
HYUNDAI,SANTA FE,2022,AWD,1960,1684,4785,1900
HYUNDAI,SANTA FE,2022,FWD,1655,1684,4785,1900
HYUNDAI,SANTA FE HYBRID,2022,AWD,1853,1684,4785,1900
HYUNDAI,SANTA FE PLUG-IN HYBRID,2022,AWD,1997,1684,4785,1900
HYUNDAI,SONATA,2022,FWD,1495,1445,4900,1860
HYUNDAI,SONATA HYBRID,2022,FWD,1528,1445,4900,1859
HYUNDAI,TUCSON,2022,AWD,1635,1656,4630,1864
HYUNDAI,TUCSON,2022,AWD,1700,1666,4630,1864
HYUNDAI,TUCSON,2022,FWD,1518,1656,4630,1864
HYUNDAI,TUCSON,2022,FWD,1517,1655,4630,1865
HYUNDAI,TUCSON HYBRID,2022,AWD,1700,1685,4630,1865
HYUNDAI,TUCSON HYBRID,2022,AWD,1705,1666,4630,1864
HYUNDAI,TUCSON HYBRID,2022,FWD,1574,1650,4500,1865
HYUNDAI,TUCSON HYBRID,2022,FWD,1560,1656,4630,1864
HYUNDAI,TUCSON PLUG-IN HYBRID,2022,AWD,1920,1666,4630,1864
HYUNDAI,TUCSON PLUG-IN HYBRID,2022,FWD,1845,1665,4630,1865
HYUNDAI,VELOSTER N,2022,FWD,1450,1395,4240,1800
HYUNDAI,VENUE,2022,FWD,1185,1595,4041,1770
INFINITI,Q50,2022,AWD,1810,1443,4816,1824
INFINITI,Q50,2022,RWD,1709,1443,4816,1824
INFINITI,Q60 COUPE,2022,AWD,1838,1395,4690,1850
INFINITI,Q60 COUPE,2022,RWD,1699,1384,4694,1859
INFINITI,QX50,2022,AWD,1853,1674,4699,1902
INFINITI,QX50,2022,FWD,1750,1676,4692,1902
INFINITI,QX55,2022,AWD,1846,1664,4732,1903
INFINITI,QX55,2022,FWD,1844,1615,4732,1902
INFINITI,QX60,2022,AWD,2121,1773,5034,1981
INFINITI,QX60,2022,FWD,1993,1770,5039,1981
INFINITI,QX80,2022,AWD,2679,1925,5339,2029
INFINITI,QX80,2022,RWD,2575,1925,5339,2029
JAGUAR,E-PACE,2022,AWD,1844,1649,4395,1984
JAGUAR,F- PACE,2022,AWD,1816,1667,4747,2071
JAGUAR,F-TYPE CONVERTIBLE,2022,AWD,1753,1308,4470,1885
JAGUAR,F-TYPE CONVERTIBLE,2022,RWD,1735,1307,4470,1923
JAGUAR,F-TYPE COUPE,2022,AWD,1732,1311,4470,1923
JAGUAR,F-TYPE COUPE,2022,RWD,1583,1311,4470,1923
JAGUAR,I-PACE,2022,AWD,2133,1585,4682,2011
JAGUAR,XF,2022,AWD,1770,1456,4962,1890
JAGUAR,XF,2022,RWD,1680,1455,4963,1890
JEEP,CHEROKEE,2022,AWD,1813,1709,4625,1859
JEEP,CHEROKEE,2022,FWD,1628,1669,4623,1859
JEEP,COMPASS,2022,AWD,1603,1629,4404,1819
JEEP,COMPASS,2022,FWD,1460,1629,4404,1819
JEEP,GLADIATOR,2022,4WD,2218,1905,5539,1875
JEEP,GLADIATOR DIESEL,2022,4WD,2390,1905,5537,1875
JEEP,GRAND CHEROKEE,2022,2WD,1922,1755,4915,1968
JEEP,GRAND CHEROKEE,2022,4WD,2168,1760,4915,1968
JEEP,GRAND CHEROKEE L,2022,2WD,2053,1816,5189,1963
JEEP,GRAND CHEROKEE L,2022,4WD,2178,1801,5189,1979
JEEP,GRAND CHEROKEE PHEV,2022,4WD,2632,1801,4915,1969
JEEP,GRAND CHEROKEE WK,2022,AWD,2047,1760,4859,1943
JEEP,GRAND CHEROKEE WK,2022,RWD,2047,1760,4859,1943
JEEP,GRAND WAGONEER,2022,2WD,2912,1920,5453,2123
JEEP,GRAND WAGONEER,2022,4WD,2887,1930,5453,2123
JEEP,RENEGADE,2022,AWD,1578,1687,4232,1803
JEEP,RENEGADE,2022,FWD,1457,1689,4232,1885
JEEP,WAGONEER,2022,2WD,2703,1941,5453,2123
JEEP,WAGONEER,2022,4WD,2747,1920,5453,2123
JEEP,WRANGLER,2022,4WD,1925,1870,4785,1875
JEEP,WRANGLER UNLIMITED,2022,4WD,2018,1870,4785,1875
JEEP,WRANGLER UNLIMITED 392,2022,4WD,2313,1923,4892,1877
JEEP,WRANGLER UNLIMITED DIESEL,2022,4WD,2166,1888,4785,1875
JEEP,WRANGLER UNLIMITED PHEV,2022,4WD,2373,1925,4785,1877
JEEP,WRANGLER UNLIMITED RHD,2022,4WD,2100,1870,4882,1894
KIA,CARNIVAL,2022,FWD,2030,1740,5155,1995
KIA,EV6,2022,AWD,2095,1550,4680,1880
KIA,EV6,2022,RWD,1985,1550,4680,1880
KIA,FORTE,2022,FWD,1264,1440,4640,1800
KIA,K5,2022,FWD,1411,1445,4905,1859
KIA,NIRO ELECTRIC,2022,FWD,1737,1570,4374,1806
KIA,NIRO HYBRID,2022,FWD,1443,1545,4355,1805
KIA,NIRO PHEV,2022,FWD,1538,1545,4375,1805
KIA,RIO,2022,FWD,1253,1450,4384,1725
KIA,RIO,2022,FWD,1201,1450,4385,1725
KIA,SELTOS,2022,AWD,1445,1635,4370,1800
KIA,SELTOS,2022,FWD,1330,1615,4370,1800
KIA,SORENTO,2022,AWD,1905,1700,4810,1900
KIA,SORENTO,2022,FWD,1710,1700,4810,1900
KIA,SORENTO HYBRID,2022,AWD,1986,1700,4810,1900
KIA,SORENTO HYBRID,2022,FWD,1880,1720,4810,1900
KIA,SORENTO PLUG-IN HYBRID,2022,AWD,2085,1720,4811,1900
KIA,SOUL,2022,FWD,1281,1600,4195,1800
KIA,SPORTAGE,2022,AWD,1630,1646,4481,1854
KIA,SPORTAGE,2022,FWD,1499,1646,4481,1864
KIA,STINGER,2022,AWD,1892,1400,4830,1870
KIA,STINGER,2022,RWD,1714,1400,4831,1870
KIA,TELLURIDE,2022,AWD,2000,1760,5000,1990
KIA,TELLURIDE,2022,FWD,1908,1750,5000,1989
LAND ROVER,DEFENDER 110,2022,4WD,2323,1974,5018,1996
LAND ROVER,DEFENDER 90,2022,4WD,2136,1969,4583,2008
LAND ROVER,DISCOVERY,2022,4WD,2295,1888,4956,2073
LAND ROVER,DISCOVERY SPORT,2022,4WD,1885,1727,4597,1904
LAND ROVER,RANGE ROVER EVOQUE (5 DOOR),2022,4WD,1814,1649,4371,1996
LAND ROVER,RANGE ROVER LWB,2022,4WD,2610,1870,5252,2047
LAND ROVER,RANGE ROVER SPORT,2022,4WD,2240,1785,4879,1983
LAND ROVER,RANGE ROVER SWB,2022,4WD,2490,1870,5077,1994
LAND ROVER,RANGE ROVER VELAR,2022,4WD,1874,1665,4797,1930
LEXUS,ES 250,2022,AWD,1700,1445,4975,1865
LEXUS,ES 300H,2022,FWD,1692,1445,4976,1864
LEXUS,ES 350,2022,FWD,1655,1445,4976,1864
LEXUS,GX 460,2022,AWD,2327,1885,4879,1885
LEXUS,IS 300,2022,AWD,1695,1435,4704,1839
LEXUS,IS 300,2022,RWD,1681,1435,4709,1839
LEXUS,IS 350,2022,AWD,1765,1435,4757,1839
LEXUS,IS 350,2022,RWD,1690,1435,4757,1839
LEXUS,IS 500,2022,RWD,1765,1435,4760,1840
LEXUS,LC 500,2022,RWD,1939,1345,4760,1920
LEXUS,LC 500,2022,RWD,1985,1345,4760,1920
LEXUS,LC 500H,2022,RWD,2010,1345,4770,1920
LEXUS,LS 500,2022,AWD,2250,1450,5235,1900
LEXUS,LS 500,2022,RWD,2115,1450,5235,1900
LEXUS,LS 500H,2022,AWD,2345,1450,5235,1900
LEXUS,LS 500H,2022,RWD,2310,1455,5235,1900
LEXUS,LX 600,2022,AWD,2660,1895,5100,1990
LEXUS,NX 250,2022,AWD,1695,1660,4660,1865
LEXUS,NX 250,2022,FWD,1660,1661,4661,1864
LEXUS,NX 350,2022,AWD,1820,1660,4660,1865
LEXUS,NX 350H,2022,AWD,1866,1671,4635,1865
LEXUS,NX 450H+,2022,AWD,2055,1670,4660,1865
LEXUS,RC 300,2022,AWD,1750,1395,4700,1840
LEXUS,RC 300,2022,RWD,1700,1394,4694,1839
LEXUS,RC 350,2022,AWD,1750,1394,4695,1839
LEXUS,RC 350,2022,RWD,1724,1395,4700,1840
LEXUS,RC F,2022,RWD,1800,1390,4704,1844
LEXUS,RX 350,2022,AWD,1990,1720,4890,1895
LEXUS,RX 350,2022,FWD,1965,1695,4890,1895
LEXUS,RX 350L,2022,AWD,2145,1735,5000,1895
LEXUS,RX 350L,2022,FWD,1989,1720,5001,1895
LEXUS,RX 450H,2022,AWD,2150,1720,4890,1895
LEXUS,RX 450HL,2022,AWD,2217,1720,5001,1895
LEXUS,UX 200,2022,FWD,1500,1539,4496,1839
LEXUS,UX 250H,2022,AWD,1610,1540,4495,1840
LINCOLN,AVIATOR,2022,4WD,2230,1773,5062,1933
LINCOLN,AVIATOR,2022,RWD,2166,1763,5070,1933
LINCOLN,AVIATOR PHEV,2022,4WD,2575,1763,5062,1933
LINCOLN,CORSAIR,2022,AWD,1779,1628,4537,1887
LINCOLN,CORSAIR,2022,FWD,1678,1629,4537,1887
LINCOLN,CORSAIR PHEV,2022,AWD,1841,1628,4587,1887
LINCOLN,NAUTILUS,2022,AWD,1882,1681,4826,1933
LINCOLN,NAUTILUS,2022,FWD,1878,1681,4826,1933
LINCOLN,NAVIGATOR,2022,2WD,2543,1935,5334,2029
LINCOLN,NAVIGATOR,2022,4WD,2682,1938,5334,2029
LINCOLN,NAVIGATOR EL,2022,2WD,2718,1935,5636,2029
LINCOLN,NAVIGATOR EL,2022,4WD,2703,1937,5636,2029
MAZDA,CX-30,2022,AWD,1575,1567,4453,1796
MAZDA,CX-30,2022,FWD,1537,1567,4394,1796
MAZDA,CX-5,2022,AWD,1630,1679,4575,1844
MAZDA,CX-5,2022,FWD,1612,1661,4549,1844
MAZDA,CX-9,2022,AWD,2042,1758,5065,1961
MAZDA,CX-9,2022,FWD,1903,1747,5065,1961
MAZDA,MAZDA3,2022,AWD,1494,1440,4661,1796
MAZDA,MAZDA3,2022,AWD,1464,1440,4660,1795
MAZDA,MAZDA3,2022,FWD,1393,1440,4668,1796
MAZDA,MAZDA3,2022,FWD,1416,1440,4660,1795
MAZDA,MX-30,2022,FWD,1657,1540,4395,1795
MAZDA,MX-5,2022,RWD,1062,1235,3915,1735
MERCEDES-BENZ,A-CLASS,2022,4WD,1585,1446,4549,1796
MERCEDES-BENZ,A-CLASS,2022,FWD,1375,1440,4419,1796
MERCEDES-BENZ,C-CLASS,2022,4WD,1735,1430,4750,1821
MERCEDES-BENZ,C-CLASS,2022,RWD,1645,1430,4750,1821
MERCEDES-BENZ,C-CLASS CABRIOLET,2022,4WD,1750,1409,4686,1810
MERCEDES-BENZ,C-CLASS CABRIOLET,2022,RWD,1740,1406,4686,1810
MERCEDES-BENZ,C-CLASS COUPE,2022,4WD,1680,1405,4691,1811
MERCEDES-BENZ,C-CLASS COUPE,2022,RWD,1579,1405,4684,1811
MERCEDES-BENZ,CLA-CLASS,2022,4WD,1570,1439,4688,1830
MERCEDES-BENZ,CLA-CLASS,2022,FWD,1545,1439,4688,1830
MERCEDES-BENZ,CLS-CLASS,2022,4WD,1935,1425,4988,1890
MERCEDES-BENZ,CLS-CLASS,2022,RWD,1825,1435,4988,1890
MERCEDES-BENZ,E-CLASS,2022,4WD,1911,1468,4935,1859
MERCEDES-BENZ,E-CLASS,2022,RWD,1735,1468,4923,1852
MERCEDES-BENZ,E-CLASS CABRIOLET,2022,4WD,1984,1433,4841,1859
MERCEDES-BENZ,E-CLASS CABRIOLET,2022,RWD,1973,1438,4826,1920
MERCEDES-BENZ,E-CLASS COUPE,2022,4WD,1895,1430,4846,1860
MERCEDES-BENZ,E-CLASS COUPE,2022,RWD,1795,1430,4846,1859
MERCEDES-BENZ,E-CLASS STATION WAGON,2022,4WD,1995,1497,4947,1860
MERCEDES-BENZ,E-CLASS STATION WAGON,2022,RWD,1845,1461,4949,1852
MERCEDES-BENZ,EQS,2022,4WD,2630,1527,5266,1925
MERCEDES-BENZ,EQS,2022,RWD,2450,1512,5216,1926
MERCEDES-BENZ,G-CLASS,2022,4WD,2485,1969,4818,1930
MERCEDES-BENZ,GLA-CLASS,2022,4WD,1570,1613,4409,1834
MERCEDES-BENZ,GLA-CLASS,2022,FWD,1570,1613,4409,1834
MERCEDES-BENZ,GLB-CLASS,2022,4WD,1705,1661,4633,1834
MERCEDES-BENZ,GLB-CLASS,2022,FWD,1645,1656,4633,1834
MERCEDES-BENZ,GLC-CLASS,2022,4WD,1815,1641,4656,1890
MERCEDES-BENZ,GLC-CLASS,2022,RWD,1767,1643,4656,1890
MERCEDES-BENZ,GLC-CLASS COUPE,2022,4WD,1815,1600,4732,1890
MERCEDES-BENZ,GLC-CLASS COUPE,2022,RWD,1740,1602,4732,1890
MERCEDES-BENZ,GLE-CLASS,2022,4WD,2262,1796,4935,1948
MERCEDES-BENZ,GLE-CLASS,2022,RWD,2085,1796,4935,1948
MERCEDES-BENZ,GLE-CLASS COUPE,2022,4WD,2280,1730,4939,2009
MERCEDES-BENZ,GLS-CLASS,2022,4WD,2450,1824,5207,2029
MERCEDES-BENZ,GT CLASS 4DR,2022,4WD,2020,1440,5054,1953
MERCEDES-BENZ,MERCEDES-MAYBACH S-CLASS,2022,4WD,2450,1519,5469,1920
MERCEDES-BENZ,METRIS CARGO,2022,RWD,2360,1890,5141,1880
MERCEDES-BENZ,METRIS PASSENGER,2022,RWD,2213,1910,5141,1880
MERCEDES-BENZ,S-CLASS,2022,4WD,2065,1503,5179,1921
MERCEDES-BENZ,S-CLASS,2022,RWD,2020,1503,5289,1921
MERCEDES-BENZ,SL-CLASS,2022,4WD,1950,1354,4705,1918
MERCEDES-BENZ,SL-CLASS,2022,RWD,1950,1359,4705,1918
MERCEDES-BENZ,SPRINTER 1500 CARGO VAN,2022,RWD,2050,2445,5931,2017
MERCEDES-BENZ,SPRINTER 1500 PASSENGER VAN,2022,RWD,2650,2446,5931,2032
MERCEDES-BENZ,SPRINTER 2500 12 PASSENGER VAN,2022,AWD,3020,2445,5931,2344
MERCEDES-BENZ,SPRINTER 2500 12 PASSENGER VAN,2022,RWD,2980,2730,6949,2032
MERCEDES-BENZ,SPRINTER 2500 15 PASSENGER VAN,2022,RWD,2540,2731,6949,2032
MERCEDES-BENZ,SPRINTER 2500 CARGO VAN (LWB),2022,AWD,2826,2795,6970,2020
MERCEDES-BENZ,SPRINTER 2500 CARGO VAN (LWB),2022,RWD,2317,2764,6949,2032
MERCEDES-BENZ,SPRINTER 2500 CARGO VAN (SWB),2022,AWD,2796,2398,5931,2032
MERCEDES-BENZ,SPRINTER 2500 CARGO VAN (SWB),2022,RWD,2280,2446,5931,2426
MERCEDES-BENZ,SPRINTER 2500 CREW VAN (LWB),2022,AWD,2860,2360,6967,2345
MERCEDES-BENZ,SPRINTER 2500 CREW VAN (LWB),2022,RWD,2560,2730,6949,2032
MERCEDES-BENZ,SPRINTER 2500 CREW VAN (SWB),2022,AWD,2890,2730,5931,2032
MERCEDES-BENZ,SPRINTER 2500 CREW VAN (SWB),2022,RWD,2545,2355,5932,2020
MERCEDES-BENZ,SPRINTER 3500 CARGO VAN,2022,RWD,2680,2355,5932,2025
MERCEDES-BENZ,SPRINTER 3500 CREW VAN,2022,RWD,3050,2670,6967,2025
MERCEDES-BENZ,SPRINTER 4500 CARGO VAN,2022,RWD,2920,2731,7367,2017
MERCEDES-BENZ,SPRINTER 4500 CREW VAN,2022,RWD,2900,2731,6949,2025
MINI,CLUBMAN,2022,AWD,1594,1440,4275,1801
MINI,CLUBMAN,2022,FWD,1546,1440,4275,1801
MINI,CONVERTIBLE,2022,FWD,1305,1415,3863,1727
MINI,COOPER SE,2022,FWD,1365,1432,3858,1727
MINI,COUNTRYMAN,2022,AWD,1655,1557,4313,1821
MINI,COUNTRYMAN,2022,FWD,1576,1557,4313,1821
MINI,COUNTRYMAN SE,2022,AWD,1760,1557,4298,1821
MINI,HARDTOP,2022,FWD,1213,1415,3838,1725
MINI,HARDTOP,2022,FWD,1232,1415,3838,1725
MITSUBISHI,ECLIPSE CROSS,2022,AWD,1570,1685,4545,1805
MITSUBISHI,ECLIPSE CROSS,2022,FWD,1525,1689,4544,1805
MITSUBISHI,MIRAGE,2022,FWD,950,1514,3846,1666
MITSUBISHI,MIRAGE G4,2022,FWD,964,1515,4305,1670
MITSUBISHI,OUTLANDER,2022,AWD,1780,1745,4709,1857
MITSUBISHI,OUTLANDER,2022,FWD,1625,1740,4710,1862
MITSUBISHI,OUTLANDER PHEV,2022,AWD,1950,1710,4695,1801
MITSUBISHI,OUTLANDER SPORT,2022,AWD,1500,1646,4366,1811
MITSUBISHI,OUTLANDER SPORT,2022,FWD,1435,1640,4365,1810
NISSAN,ALTIMA,2022,AWD,1577,1443,4900,1836
NISSAN,ALTIMA,2022,FWD,1475,1440,4900,1854
NISSAN,ARMADA,2022,AWD,2702,1925,5306,2029
NISSAN,ARMADA,2022,RWD,2635,1925,5306,2029
NISSAN,FRONTIER,2022,4WD,2042,1849,5339,1854
NISSAN,FRONTIER,2022,4WD,2135,1852,5339,1854
NISSAN,FRONTIER,2022,RWD,1960,1829,5339,1854
NISSAN,FRONTIER,2022,RWD,2000,1826,5339,1854
NISSAN,KICKS,2022,FWD,1211,1608,4295,1760
NISSAN,LEAF (40 KWH BATTERY),2022,FWD,1555,1549,4480,1791
NISSAN,LEAF PLUS (62 KWH BATTERY),2022,FWD,1720,1570,4480,1800
NISSAN,MAXIMA,2022,FWD,1779,1435,4897,1859
NISSAN,MURANO,2022,AWD,1845,1689,4897,1915
NISSAN,MURANO,2022,FWD,1732,1690,4887,1915
NISSAN,PATHFINDER,2022,AWD,2090,1801,5022,1966
NISSAN,PATHFINDER,2022,FWD,1955,1801,5022,1979
NISSAN,ROGUE,2022,AWD,1583,1689,4648,1839
NISSAN,ROGUE,2022,AWD,1631,1689,4648,1839
NISSAN,ROGUE,2022,FWD,1533,1679,4648,1839
NISSAN,ROGUE,2022,FWD,1533,1689,4648,1839
NISSAN,ROGUE SPORT,2022,AWD,1525,1588,4389,1836
NISSAN,ROGUE SPORT,2022,FWD,1474,1588,4389,1836
